13,0.4,0.38245618358969885,1.4,0.0,11.6543110893772
17,0.4,0.504420466556887,1.4,0.6400000000000001,19.012434467235458
17,0.4,1.3005565164600486,1.4,0.8704000000000002,16.606360222669405
20,0.4,0.9166598386496099,1.4,0.9533440000000002,22.53719515942668
23,0.4,0.8458621918241991,1.4,0.9832038400000002,26.76515459867391
27,0.4,0.7761335322540084,1.4,0.9939533824000002,32.1903198371397
31,0.4,0.8962719179012286,1.4,0.9978232176640002,35.76746927084742
36,0.4,0.8742593817159124,1.4,0.9992163583590401,41.8217729138122
30,0.4,2.05885501838681,1.4,0.9997178890092546,24.849564973633502
32,0.4,1.198053774709725,1.4,0.9998984400433317,33.899294410782396
31,0.4,1.5480963745095777,1.4,0.9999634384155995,29.715218738057295
29,0.4,1.6789970513290633,1.4,0.999986837829616,26.777905393660678
30,0.4,1.2642477533451566,1.4,0.9999952616186618,31.18639189615523
31,0.4,1.3276973982229223,1.4,0.9999982941827184,31.647033261409256
27,0.4,1.865529617441737,1.4,0.9999993859057787,23.63735165756323
25,0.4,1.6888560367167813,1.4,0.9999997789260804,23.019586494075067
24,0.4,1.5650939261699586,1.4,0.999999920413389,22.894211491756145
22,0.4,1.764926360820077,1.4,0.9999999713488201,19.82170932029745
20,0.4,1.7420041598183715,1.4,0.9999999896855754,18.138138033771
16,0.4,2.1154102747163313,1.4,0.9999999962868072,13.042141717101597
13,0.4,2.1311045373361104,1.4,0.9999999986632507,10.549329952137352
12,0.4,1.8133342585454266,1.4,0.9999999995187704,10.66333420624067
11,0.4,1.6284421878716706,1.4,0.9999999998267575,10.304967661434448
10,0.4,1.7343641443302242,1.4,0.9999999999376328,9.088887198635998
9,0.4,1.5921931958992426,1.4,0.999999999977548,8.519113069868219
9,0.4,1.5788923025684891,1.4,0.9999999999919174,8.55154946823805
8,0.4,1.910111083234558,1.4,0.9999999999970903,6.915017652500714
6,0.4,2.3119479018818487,1.4,0.9999999999989526,4.62373548916155
5,0.4,2.227252041841467,1.4,0.9999999999996231,3.9474909959438422
5,0.4,1.605960755042728,1.4,0.9999999999998644,4.714260115834092
5,0.4,1.761801270536871,1.4,0.9999999999999514,4.50895816304608
5,0.4,1.7296358541590915,1.4,0.9999999999999827,4.550587019051225
5,0.4,1.5654867421834453,1.4,0.9999999999999939,4.769092265685783
4,0.4,2.3631188397451286,1.4,0.9999999999999979,3.0377513364813558
4,0.4,1.9359510463356135,1.4,0.9999999999999993,3.4320765657283956
4,0.4,2.039907781220692,1.4,0.9999999999999999,3.331636305996845
4,0.4,1.7335597051809828,1.4,1.0,3.6363905706287407
4,0.4,2.3762959938588923,1.4,1.0,3.026336005185155
4,0.4,3.8693145053967566,1.4,1.0,1.9754099195249284
4,0.4,3.055925730607226,1.4,1.0,2.4922171196707152
4,0.4,3.707265297404623,1.4,1.0,2.069021323131111
4,0.4,3.1714063488878304,1.4,1.0,2.411329515172939
4,0.4,3.8087731685233708,1.4,1.0,2.0098768586228375
4,0.4,3.3542701000333635,1.4,1.0,2.288579856963375
4,0.4,3.051619888204723,1.4,1.0,2.495285033319908
4,0.4,3.604514610902154,1.4,1.0,2.1306626693765645
